nconst,had_prior_experience,movie_count,roles,firstYear,movies_directed_after_first
nm3299957,0,0.0,,2012.0,0
nm3027922,0,0.0,,2009.0,0
nm2459917,0,0.0,,2009.0,0
nm0471375,0,0.0,,2009.0,0
nm1179213,0,0.0,,2009.0,1
nm7931028,0,0.0,,2013.0,0
nm7931479,0,0.0,,2011.0,0
nm3110089,0,0.0,,2011.0,0
nm2202512,0,0.0,,2007.0,0
nm7933884,0,0.0,,2013.0,0
nm6645411,0,0.0,,2009.0,1
nm7933901,0,0.0,,2013.0,0
nm7934123,0,0.0,,2006.0,0
nm4014952,0,0.0,,2008.0,3
nm6553180,0,0.0,,2008.0,4
nm4732749,0,0.0,,2009.0,1
nm4562548,0,0.0,,2006.0,0
nm2566766,0,0.0,,2006.0,2
nm4447986,0,0.0,,2009.0,0
nm2507462,0,0.0,,2012.0,0
nm7937938,0,0.0,,2013.0,0
nm7652154,1,1.0,['producer'],2013.0,1
nm7938247,0,0.0,,2005.0,0
nm1757104,0,0.0,,2003.0,0
nm3673956,0,0.0,,2005.0,0
nm7942610,0,0.0,,2003.0,0
nm5081167,0,0.0,,2011.0,0
nm0294848,0,0.0,,2006.0,0
nm0729772,0,0.0,,2006.0,0
nm2366298,0,0.0,,2013.0,0
nm7924556,0,0.0,,2012.0,0
nm7945277,0,0.0,,2003.0,0
nm7945278,0,0.0,,2003.0,0
nm7945284,0,0.0,,2003.0,0
nm6715498,0,0.0,,2010.0,0
nm1785635,0,0.0,,2005.0,0
nm0273210,1,4.0,['producer'],2010.0,1
nm7948586,0,0.0,,2011.0,0
nm7948951,0,0.0,,2012.0,0
nm7949015,0,0.0,,2013.0,0
nm1237334,0,0.0,,2003.0,0
nm7950753,0,0.0,,2003.0,0
nm3700981,0,0.0,,2003.0,0
nm3251534,0,0.0,,2003.0,0
nm7669942,1,1.0,['producer'],2008.0,0
nm1190352,0,0.0,,2008.0,0
nm2778753,0,0.0,,2013.0,1
nm3237999,0,0.0,,2011.0,0
nm3533239,0,0.0,,2005.0,1
nm7954176,0,0.0,,2013.0,1
nm3940366,0,0.0,,2013.0,0
nm7955726,0,0.0,,2012.0,0
nm3850087,0,0.0,,2010.0,0
nm4006546,0,0.0,,2010.0,0
nm7956758,0,0.0,,2010.0,0
nm7957425,0,0.0,,2011.0,0
nm1983785,0,0.0,,2010.0,0
nm1293445,0,0.0,,2010.0,0
nm0566315,0,0.0,,2009.0,1
nm4262407,0,0.0,,2009.0,0
nm7087055,0,0.0,,2009.0,0
nm7959117,0,0.0,,2006.0,0
nm7959666,0,0.0,,2013.0,0
nm7960444,0,0.0,,2006.0,0
nm2403266,0,0.0,,2006.0,0
nm7961186,0,0.0,,2007.0,0
nm7961187,0,0.0,,2007.0,2
nm7527816,0,0.0,,2013.0,0
nm8730480,0,0.0,,2007.0,2
nm7965416,0,0.0,,2008.0,0
nm2923411,0,0.0,,2008.0,0
nm7965681,0,0.0,,2009.0,0
nm7966451,0,0.0,,2003.0,0
nm7968924,0,0.0,,2013.0,0
nm7969078,0,0.0,,2007.0,0
nm11763916,0,0.0,,2008.0,0
nm1760779,0,0.0,,2011.0,0
nm3503400,0,0.0,,2011.0,1
nm1326685,0,0.0,,2013.0,0
nm0066268,0,0.0,,2013.0,0
nm7661493,0,0.0,,2013.0,2
nm7974645,0,0.0,,2010.0,0
nm3476563,0,0.0,,2007.0,0
nm6434740,0,0.0,,2008.0,2
nm2462772,1,1.0,['writer'],2009.0,0
nm7978532,0,0.0,,2009.0,0
nm7978935,0,0.0,,2013.0,1
nm7979555,0,0.0,,2012.0,0
nm7979673,0,0.0,,2012.0,0
nm7981304,0,0.0,,2013.0,0
nm0159337,1,59.0,['actress'],2006.0,0
nm3460702,0,0.0,,2013.0,0
nm3781794,0,0.0,,2013.0,0
nm7981851,0,0.0,,2003.0,0
nm4303274,1,4.0,"['cinematographer', 'producer']",2013.0,0
nm5863000,0,0.0,,2013.0,0
nm7985410,0,0.0,,2013.0,0
nm3174726,0,0.0,,2010.0,0
nm0906768,1,1.0,['editor'],2004.0,0
nm2539870,0,0.0,,2011.0,1
nm1595701,0,0.0,,2011.0,1
nm7992272,0,0.0,,2007.0,1
nm7992993,0,0.0,,2009.0,0
nm7993456,0,0.0,,2007.0,0
nm2318013,0,0.0,,2012.0,0
nm3809417,0,0.0,,2012.0,0
nm2575302,0,0.0,,2012.0,0
nm7994776,0,0.0,,2012.0,0
nm7994789,0,0.0,,2010.0,0
nm7994825,0,0.0,,2012.0,1
nm7996827,0,0.0,,2012.0,0
nm7996914,0,0.0,,2013.0,0
nm3114793,0,0.0,,2013.0,0
nm3113623,0,0.0,,2013.0,0
nm4507222,0,0.0,,2013.0,2
nm0599413,0,0.0,,2013.0,0
nm4874812,0,0.0,,2013.0,1
nm8001661,0,0.0,,2012.0,1
nm8001662,0,0.0,,2012.0,1
nm8002973,0,0.0,,2006.0,0
nm8004892,0,0.0,,2010.0,0
nm8006956,0,0.0,,2007.0,0
nm2363008,0,0.0,,2011.0,0
nm8009805,0,0.0,,2008.0,0
nm4982814,0,0.0,,2013.0,0
nm8011361,0,0.0,,2012.0,1
nm8012055,0,0.0,,2005.0,0
nm8012350,0,0.0,,2013.0,0
nm8012349,0,0.0,,2013.0,0
nm6492015,0,0.0,,2013.0,0
nm7936706,0,0.0,,2012.0,0
nm1659177,0,0.0,,2012.0,0
nm3724216,0,0.0,,2011.0,0
nm2301972,0,0.0,,2013.0,0
nm3401838,0,0.0,,2012.0,1
nm2323673,0,0.0,,2008.0,0
nm5325717,1,1.0,['cinematographer'],2013.0,0
nm8024844,0,0.0,,2013.0,1
nm7842484,0,0.0,,2013.0,2
nm8031183,0,0.0,,2007.0,1
nm8031661,0,0.0,,2004.0,0
nm8033440,0,0.0,,2004.0,0
nm8034008,0,0.0,,2013.0,0
nm8034150,0,0.0,,2005.0,0
nm8034151,0,0.0,,2005.0,0
nm8033354,1,1.0,['actor'],2008.0,1
nm3368612,0,0.0,,2009.0,0
nm8034375,0,0.0,,2008.0,0
nm8034431,0,0.0,,2008.0,4
nm8034517,0,0.0,,2009.0,1
nm4539514,1,1.0,['writer'],2010.0,0
nm0673598,1,3.0,"['cinematographer', 'producer']",2013.0,0
nm8035737,0,0.0,,2008.0,0
nm8036688,0,0.0,,2003.0,0
nm5900447,0,0.0,,2013.0,0
nm8043466,0,0.0,,2009.0,0
nm1397092,0,0.0,,2012.0,0
nm8050337,0,0.0,,2011.0,0
nm8051821,0,0.0,,2013.0,0
nm7542525,0,0.0,,2012.0,1
nm7535667,0,0.0,,2013.0,0
nm8055876,0,0.0,,2012.0,0
nm8056303,0,0.0,,2004.0,1
nm1958739,0,0.0,,2009.0,0
nm7520711,0,0.0,,2009.0,0
nm8023764,0,0.0,,2005.0,0
nm8057332,0,0.0,,2010.0,0
nm4424054,0,0.0,,2006.0,0
nm1386806,1,1.0,['cinematographer'],2010.0,0
nm0545933,0,0.0,,2012.0,1
nm4356756,0,0.0,,2013.0,1
nm3291600,0,0.0,,2013.0,0
nm1482148,0,0.0,,2008.0,0
nm8063593,0,0.0,,2012.0,0
nm7549529,0,0.0,,2004.0,0
nm2104125,1,1.0,['actor'],2009.0,0
nm8067174,0,0.0,,2012.0,0
nm8069393,0,0.0,,2006.0,1
nm3872674,1,1.0,['writer'],2010.0,0
nm8071060,0,0.0,,2004.0,0
nm8071200,0,0.0,,2004.0,0
nm7769556,1,1.0,['cinematographer'],2013.0,1
nm2960589,0,0.0,,2009.0,0
nm8074328,0,0.0,,2013.0,5
nm8074885,0,0.0,,2008.0,0
nm5213902,0,0.0,,2013.0,0
nm8076749,0,0.0,,2013.0,0
nm6292794,0,0.0,,2013.0,0
nm8080205,0,0.0,,2010.0,0
nm5707305,0,0.0,,2010.0,0
nm7853016,0,0.0,,2012.0,0
nm8083484,0,0.0,,2009.0,0
nm9759078,1,2.0,['producer'],2010.0,1
nm8084634,0,0.0,,2004.0,0
nm0740521,0,0.0,,2013.0,0
nm8087288,0,0.0,,2012.0,0
nm7102730,0,0.0,,2011.0,1
nm2767042,0,0.0,,2010.0,0
nm8092085,0,0.0,,2007.0,0
nm6211520,0,0.0,,2011.0,0
nm9707052,0,0.0,,2007.0,0
nm0431640,1,1.0,['producer'],2013.0,0
nm0209906,1,10.0,['writer'],2008.0,0
nm1064259,1,1.0,['actor'],2009.0,3
nm8096058,0,0.0,,2013.0,0
nm7027673,0,0.0,,2008.0,0
nm1233146,0,0.0,,2007.0,0
nm0685695,0,0.0,,2005.0,1
nm4629900,0,0.0,,2008.0,1
nm1026578,0,0.0,,2003.0,0
nm1210547,0,0.0,,2003.0,1
nm1505609,0,0.0,,2003.0,0
nm1513667,0,0.0,,2003.0,0
nm0268138,1,2.0,['writer'],2003.0,0
nm0561185,0,0.0,,2003.0,0
nm1208553,0,0.0,,2004.0,0
nm1242610,0,0.0,,2004.0,0
nm1825112,0,0.0,,2004.0,0
nm1553332,0,0.0,,2005.0,0
nm1951698,0,0.0,,2005.0,1
nm1383972,0,0.0,,2005.0,0
nm1595256,0,0.0,,2005.0,0
nm1241579,0,0.0,,2006.0,0
nm0480932,0,0.0,,2006.0,1
nm2515094,0,0.0,,2006.0,0
nm1845211,0,0.0,,2006.0,0
nm1894439,0,0.0,,2007.0,0
nm2088954,0,0.0,,2007.0,0
nm1891199,0,0.0,,2007.0,0
nm2139299,1,1.0,['editor'],2007.0,0
nm8100802,0,0.0,,2013.0,0
nm3788137,0,0.0,,2012.0,2
nm8102801,0,0.0,,2013.0,0
nm8102800,0,0.0,,2013.0,0
nm8103365,0,0.0,,2013.0,1
nm8106191,0,0.0,,2008.0,0
nm8106605,1,1.0,['cinematographer'],2010.0,0
nm5620491,0,0.0,,2013.0,0
nm7640990,0,0.0,,2013.0,1
nm0743563,0,0.0,,2009.0,0
nm1292385,0,0.0,,2009.0,0
nm2663399,0,0.0,,2009.0,0
nm8111788,0,0.0,,2012.0,0
nm8111965,0,0.0,,2012.0,0
nm6190803,0,0.0,,2012.0,0
nm8118863,0,0.0,,2010.0,0
nm8119030,0,0.0,,2013.0,1
nm8119038,0,0.0,,2012.0,0
nm1201064,0,0.0,,2008.0,0
nm8122547,0,0.0,,2012.0,0
nm8122548,0,0.0,,2012.0,0
nm8124331,0,0.0,,2013.0,0
nm3378553,0,0.0,,2011.0,0
nm0038762,0,0.0,,2006.0,5
nm8129220,0,0.0,,2013.0,0
nm8131213,0,0.0,,2013.0,0
nm8132264,0,0.0,,2010.0,0
nm8135685,0,0.0,,2003.0,0
nm2977336,0,0.0,,2003.0,0
nm3757898,0,0.0,,2013.0,4
nm8141972,0,0.0,,2012.0,3
nm4950569,1,3.0,"['producer', 'actor']",2013.0,0
nm2441931,0,0.0,,2011.0,1
nm8145741,0,0.0,,2011.0,0
nm8145742,0,0.0,,2011.0,0
nm8151470,0,0.0,,2011.0,0
nm0503385,0,0.0,,2005.0,0
nm8152329,0,0.0,,2009.0,0
nm2531424,0,0.0,,2009.0,0
nm3427428,0,0.0,,2009.0,0
nm6309872,0,0.0,,2008.0,0
nm8154320,0,0.0,,2008.0,0
nm6115548,0,0.0,,2008.0,0
nm8157273,0,0.0,,2013.0,1
nm8157363,0,0.0,,2013.0,0
nm1300317,0,0.0,,2010.0,0
nm6462222,0,0.0,,2013.0,0
nm8160851,0,0.0,,2011.0,0
nm8160852,0,0.0,,2011.0,0
nm3383999,0,0.0,,2011.0,0
nm8160853,0,0.0,,2011.0,0
nm4532267,1,1.0,['actor'],2007.0,0
nm5710593,0,0.0,,2012.0,0
nm1729741,0,0.0,,2005.0,0
nm4107332,0,0.0,,2013.0,0
nm8164840,0,0.0,,2013.0,0
nm5736595,0,0.0,,2013.0,0
nm7573581,0,0.0,,2007.0,1
nm1863407,0,0.0,,2007.0,0
nm8168371,0,0.0,,2009.0,0
nm8168957,0,0.0,,2008.0,0
nm0111340,0,0.0,,2004.0,0
nm8171756,0,0.0,,2013.0,0
nm5036907,0,0.0,,2005.0,0
nm0539329,1,4.0,['actress'],2003.0,1
nm1355357,0,0.0,,2004.0,0
nm8173908,0,0.0,,2006.0,0
nm8173983,0,0.0,,2011.0,0
nm8174217,0,0.0,,2008.0,0
nm8174236,0,0.0,,2008.0,0
nm0902086,1,2.0,['actor'],2010.0,0
nm5951584,0,0.0,,2013.0,0
nm8176503,0,0.0,,2011.0,0
nm8176502,0,0.0,,2011.0,0
nm2008716,0,0.0,,2012.0,0
nm2028124,1,1.0,['actor'],2012.0,0
nm8178016,0,0.0,,2013.0,0
nm8128979,0,0.0,,2009.0,1
nm3313936,0,0.0,,2011.0,0
nm8179543,0,0.0,,2005.0,0
nm1213076,0,0.0,,2003.0,0
nm5044438,0,0.0,,2013.0,0
nm4936485,0,0.0,,2012.0,0
nm8186117,0,0.0,,2009.0,1
nm8187404,0,0.0,,2009.0,0
nm3641774,0,0.0,,2005.0,1
nm8188582,0,0.0,,2006.0,0
nm7927249,0,0.0,,2003.0,1
nm0388573,0,0.0,,2008.0,2
nm1806948,0,0.0,,2012.0,0
nm4579031,1,1.0,['cinematographer'],2012.0,0
nm1976600,0,0.0,,2006.0,0
nm1663235,0,0.0,,2006.0,0
nm2019891,0,0.0,,2006.0,0
nm8192655,0,0.0,,2013.0,0
nm8192935,0,0.0,,2005.0,0
nm8192995,0,0.0,,2009.0,0
nm8193503,0,0.0,,2013.0,1
nm1284592,0,0.0,,2003.0,0
nm14684829,0,0.0,,2007.0,1
nm8188427,0,0.0,,2006.0,0
nm7574153,0,0.0,,2009.0,1
nm1749005,0,0.0,,2012.0,0
nm8203163,0,0.0,,2012.0,0
nm8203343,0,0.0,,2011.0,0
nm3300927,0,0.0,,2011.0,0
nm8204436,0,0.0,,2011.0,0
nm4074801,0,0.0,,2012.0,1
nm6285108,0,0.0,,2013.0,0
nm2098403,0,0.0,,2003.0,0
nm8208336,0,0.0,,2013.0,0
nm8208549,0,0.0,,2003.0,0
nm4547983,0,0.0,,2012.0,0
nm8209056,0,0.0,,2012.0,0
nm8209058,0,0.0,,2012.0,0
nm8209057,0,0.0,,2012.0,0
nm8210154,0,0.0,,2007.0,0
nm8210606,0,0.0,,2008.0,0
nm6550468,0,0.0,,2012.0,0
nm5245304,0,0.0,,2012.0,0
nm8196141,0,0.0,,2010.0,0
nm1128456,1,1.0,['producer'],2010.0,0
nm1756507,0,0.0,,2003.0,0
nm6656166,0,0.0,,2007.0,0
nm3740867,0,0.0,,2009.0,0
nm8177428,1,2.0,['actor'],2011.0,1
nm1915050,0,0.0,,2005.0,0
nm8218765,0,0.0,,2011.0,0
nm8218837,0,0.0,,2010.0,1
nm8218958,0,0.0,,2007.0,3
nm4548490,0,0.0,,2013.0,0
nm12798802,0,0.0,,2013.0,0
nm12936352,0,0.0,,2013.0,0
nm14472986,0,0.0,,2013.0,0
nm6996970,0,0.0,,2011.0,1
nm14472987,0,0.0,,2013.0,0
nm8220202,0,0.0,,2009.0,0
nm4109880,0,0.0,,2009.0,0
nm7278251,0,0.0,,2010.0,0
nm1770256,0,0.0,,2004.0,0
nm8225306,0,0.0,,2011.0,0
nm6927614,0,0.0,,2009.0,0
nm8226342,0,0.0,,2009.0,1
nm8228465,0,0.0,,2010.0,0
nm0660085,1,5.0,"['producer', 'writer']",2009.0,0
nm0372876,0,0.0,,2007.0,2
nm0664189,0,0.0,,2010.0,2
nm0957137,1,7.0,"['actor', 'writer']",2011.0,0
nm3389464,0,0.0,,2013.0,0
nm1954523,0,0.0,,2013.0,0
nm6927615,0,0.0,,2012.0,0
nm8227936,0,0.0,,2012.0,0
nm8239758,0,0.0,,2009.0,0
nm1924647,0,0.0,,2010.0,0
nm2391817,0,0.0,,2012.0,5
nm5142398,0,0.0,,2010.0,1
nm8246785,0,0.0,,2013.0,2
nm3410682,0,0.0,,2012.0,0
nm8250325,0,0.0,,2012.0,1
nm2641189,0,0.0,,2009.0,1
nm5030256,0,0.0,,2005.0,0
nm8257442,0,0.0,,2009.0,0
nm8258347,0,0.0,,2007.0,2
nm8261212,0,0.0,,2011.0,0
nm0624863,1,2.0,"['actor', 'writer']",2010.0,0
nm4109579,0,0.0,,2012.0,4
nm0888021,0,0.0,,2007.0,1
nm4761765,0,0.0,,2009.0,2
nm1335307,0,0.0,,2003.0,0
nm1335784,0,0.0,,2003.0,0
nm3314278,0,0.0,,2004.0,0
nm3525662,0,0.0,,2005.0,0
nm8238101,0,0.0,,2007.0,0
nm2535449,0,0.0,,2006.0,0
nm8145425,0,0.0,,2004.0,0
nm8276641,1,1.0,['writer'],2012.0,0
nm8279956,0,0.0,,2011.0,0
nm5726601,1,35.0,['actor'],2012.0,0
nm5396237,0,0.0,,2010.0,0
nm0016413,1,4.0,"['editor', 'writer']",2013.0,0
nm8287080,0,0.0,,2010.0,0
nm1866715,0,0.0,,2009.0,0
nm8291577,0,0.0,,2011.0,0
nm8292681,0,0.0,,2012.0,0
nm8291740,0,0.0,,2005.0,0
nm8283463,0,0.0,,2013.0,0
nm8296915,0,0.0,,2004.0,0
nm8296909,0,0.0,,2004.0,0
nm8296910,0,0.0,,2004.0,0
nm8296911,0,0.0,,2004.0,0
nm8296912,0,0.0,,2004.0,0
nm4594778,0,0.0,,2007.0,0
nm7912689,0,0.0,,2012.0,0
nm8299317,0,0.0,,2008.0,0
nm8299733,0,0.0,,2007.0,0
nm8300556,0,0.0,,2003.0,0
nm8301014,0,0.0,,2010.0,0
nm6958262,1,1.0,['actor'],2010.0,0
nm8301451,0,0.0,,2013.0,0
nm1430056,0,0.0,,2006.0,0
nm5410109,0,0.0,,2005.0,0
nm8307014,0,0.0,,2012.0,1
nm3510209,0,0.0,,2010.0,3
nm4763970,0,0.0,,2006.0,3
nm8313605,0,0.0,,2004.0,0
nm8313606,0,0.0,,2004.0,0
nm0374935,1,23.0,"['cinematographer', 'writer']",2007.0,0
nm8314010,0,0.0,,2010.0,0
nm8316244,0,0.0,,2006.0,0
nm2088105,0,0.0,,2004.0,0
nm8318669,0,0.0,,2012.0,0
nm8319581,0,0.0,,2012.0,0
nm1180845,1,6.0,"['editor', 'cinematographer', 'producer']",2011.0,0
nm6236255,0,0.0,,2010.0,0
nm1180787,0,0.0,,2010.0,0
nm8320080,0,0.0,,2009.0,0
nm7467220,0,0.0,,2009.0,0
nm8322071,0,0.0,,2013.0,1
nm5405685,0,0.0,,2008.0,0
nm8001852,0,0.0,,2009.0,0
nm4654251,0,0.0,,2008.0,0
nm8261077,0,0.0,,2012.0,0
nm3373568,1,3.0,['actor'],2013.0,0
nm8327081,0,0.0,,2008.0,0
nm8320581,0,0.0,,2011.0,0
nm3963039,0,0.0,,2004.0,0
nm8979796,0,0.0,,2004.0,0
nm4924884,0,0.0,,2004.0,2
nm1888840,0,0.0,,2011.0,0
nm6684678,0,0.0,,2005.0,0
nm7699280,0,0.0,,2013.0,0
nm9508735,0,0.0,,2011.0,0
nm2795950,0,0.0,,2012.0,0
nm8336131,0,0.0,,2012.0,0
nm8336528,0,0.0,,2012.0,0
nm1549597,0,0.0,,2006.0,0
nm12129032,0,0.0,,2005.0,0
nm3683052,0,0.0,,2013.0,1
nm1488351,1,1.0,['actor'],2009.0,5
nm3557398,0,0.0,,2005.0,4
nm5294767,0,0.0,,2005.0,0
nm1863254,0,0.0,,2008.0,0
nm8104368,0,0.0,,2013.0,0
nm8346248,0,0.0,,2007.0,0
nm7711271,0,0.0,,2005.0,0
nm5330119,0,0.0,,2003.0,0
nm8349095,0,0.0,,2009.0,0
nm0548133,1,1.0,['actor'],2013.0,1
nm5585046,0,0.0,,2010.0,0
nm3493697,0,0.0,,2007.0,0
nm1878872,1,1.0,['producer'],2008.0,0
nm5334311,0,0.0,,2011.0,2
nm2546964,0,0.0,,2007.0,0
nm8363004,0,0.0,,2003.0,0
nm8363207,0,0.0,,2013.0,0
nm8367989,0,0.0,,2008.0,0
nm2117745,0,0.0,,2009.0,0
nm0439686,1,7.0,['editor'],2009.0,0
nm4015932,0,0.0,,2009.0,0
nm4289433,0,0.0,,2003.0,1
nm8373590,0,0.0,,2006.0,0
nm4866939,0,0.0,,2007.0,0
nm2164461,0,0.0,,2007.0,0
nm8376646,0,0.0,,2006.0,0
nm8378137,0,0.0,,2013.0,0
nm8378399,0,0.0,,2006.0,0
nm0678779,1,1.0,['actor'],2007.0,0
nm8381548,0,0.0,,2003.0,0
nm8381633,0,0.0,,2013.0,0
nm8381643,0,0.0,,2013.0,0
nm7888010,0,0.0,,2003.0,0
nm5088477,0,0.0,,2008.0,0
nm2776412,1,3.0,"['cinematographer', 'writer']",2008.0,0
nm3297692,0,0.0,,2008.0,0
nm2798971,1,2.0,"['producer', 'writer']",2008.0,0
nm8385899,0,0.0,,2011.0,0
nm6318508,0,0.0,,2010.0,1
nm5017021,0,0.0,,2012.0,0
nm6117668,1,1.0,['producer'],2006.0,0
nm8391092,0,0.0,,2013.0,0
nm0659500,1,3.0,"['composer', 'writer']",2013.0,3
nm8394900,0,0.0,,2012.0,0
nm3616667,1,2.0,['writer'],2013.0,0
nm8397781,0,0.0,,2010.0,0
nm0305548,1,2.0,"['actor', 'writer']",2005.0,0
nm7700995,0,0.0,,2008.0,1
nm7268004,0,0.0,,2004.0,3
nm8408326,0,0.0,,2011.0,1
nm4633778,0,0.0,,2011.0,1
nm5628838,0,0.0,,2011.0,1
nm5628569,0,0.0,,2011.0,1
nm8410150,0,0.0,,2008.0,0
nm9298555,0,0.0,,2013.0,2
nm1130192,0,0.0,,2004.0,0
nm8412005,0,0.0,,2010.0,0
nm8412431,0,0.0,,2009.0,0
nm8416467,0,0.0,,2004.0,0
nm8489661,0,0.0,,2012.0,0
nm8421070,0,0.0,,2007.0,0
nm1472388,1,10.0,['actor'],2012.0,2
nm2434099,0,0.0,,2012.0,1
nm4654791,0,0.0,,2005.0,0
nm2362556,0,0.0,,2003.0,0
nm4114457,0,0.0,,2011.0,0
nm0217239,1,5.0,['actor'],2010.0,1
nm5627351,0,0.0,,2011.0,0
nm8434290,0,0.0,,2010.0,1
nm5833979,0,0.0,,2010.0,1
nm3455794,1,1.0,['cinematographer'],2013.0,0
nm1492582,0,0.0,,2010.0,0
nm3311855,0,0.0,,2013.0,0
nm8439656,0,0.0,,2013.0,1
nm8421498,0,0.0,,2004.0,0
nm0394481,0,0.0,,2013.0,0
nm8441566,0,0.0,,2013.0,3
nm1504087,0,0.0,,2010.0,0
nm6873118,0,0.0,,2012.0,0
nm1936655,1,3.0,"['producer', 'composer']",2012.0,0
nm8442703,0,0.0,,2013.0,1
nm0844063,1,1.0,['actor'],2012.0,0
nm0455999,0,0.0,,2010.0,0
nm8446094,0,0.0,,2010.0,0
nm8446399,0,0.0,,2006.0,2
nm4984840,0,0.0,,2009.0,0
nm4795974,0,0.0,,2008.0,0
nm5190169,0,0.0,,2008.0,0
nm0830524,0,0.0,,2013.0,0
nm5326113,0,0.0,,2013.0,1
nm8449080,1,1.0,['producer'],2008.0,0
nm8449567,0,0.0,,2012.0,0
nm0015081,1,112.0,"['archive_footage', 'actor', 'writer']",2012.0,1
nm8455703,1,1.0,['cinematographer'],2013.0,0
nm8458265,0,0.0,,2013.0,0
nm8456938,0,0.0,,2013.0,1
nm8460184,0,0.0,,2005.0,0
nm8460274,0,0.0,,2008.0,0
nm8462597,0,0.0,,2009.0,0
nm6173373,0,0.0,,2004.0,3
nm8464620,0,0.0,,2013.0,0
nm8465313,0,0.0,,2013.0,0
nm10890673,0,0.0,,2012.0,0
nm4263050,0,0.0,,2008.0,0
nm8453415,0,0.0,,2008.0,0
nm3252286,1,1.0,['cinematographer'],2013.0,0
nm2818093,1,1.0,['writer'],2008.0,0
nm8473108,0,0.0,,2012.0,0
nm7491426,0,0.0,,2013.0,0
nm8476737,0,0.0,,2009.0,0
nm8476735,0,0.0,,2009.0,0
nm8476736,0,0.0,,2009.0,0
nm4897879,1,3.0,"['actor', 'writer']",2013.0,1
nm2814009,0,0.0,,2007.0,0
nm8479788,0,0.0,,2004.0,0
nm8427106,0,0.0,,2012.0,1
nm0020613,0,0.0,,2013.0,0
nm4229301,0,0.0,,2012.0,0
nm8481668,0,0.0,,2008.0,0
nm0440397,1,14.0,"['actor', 'writer']",2006.0,0
nm8482799,0,0.0,,2010.0,0
nm2013258,0,0.0,,2010.0,0
nm6061797,0,0.0,,2013.0,0
nm8486140,0,0.0,,2013.0,0
nm8044686,0,0.0,,2012.0,0
nm8481242,0,0.0,,2004.0,0
nm8481187,0,0.0,,2004.0,0
nm1730615,1,2.0,['composer'],2009.0,1
nm1065368,1,12.0,['cinematographer'],2012.0,0
nm8495506,1,1.0,['actor'],2012.0,0
nm7062655,0,0.0,,2012.0,0
nm8498612,0,0.0,,2008.0,0
nm8501157,0,0.0,,2008.0,0
nm2858128,1,1.0,['writer'],2013.0,0
nm8452108,0,0.0,,2011.0,0
nm3803915,0,0.0,,2005.0,0
nm0443511,1,1.0,['actor'],2012.0,0
nm8507126,0,0.0,,2010.0,5
nm8507348,0,0.0,,2009.0,0
nm2313808,0,0.0,,2009.0,1
nm8507928,0,0.0,,2013.0,0
nm2989456,0,0.0,,2009.0,0
nm8511312,0,0.0,,2010.0,0
nm8511316,0,0.0,,2013.0,0
nm1954194,1,1.0,['actor'],2006.0,1
nm4408017,0,0.0,,2008.0,0
nm2807602,0,0.0,,2013.0,1
nm4962368,0,0.0,,2013.0,0
nm5130057,0,0.0,,2006.0,0
nm8606663,0,0.0,,2013.0,1
nm2702839,0,0.0,,2007.0,0
nm8514867,0,0.0,,2007.0,0
nm4703465,0,0.0,,2007.0,0
nm2489043,0,0.0,,2013.0,0
nm2275925,0,0.0,,2013.0,0
nm8569117,0,0.0,,2009.0,0
nm9607561,0,0.0,,2010.0,0
nm0110304,1,1.0,['actress'],2004.0,0
nm6269374,1,1.0,['actor'],2008.0,0
nm3368328,0,0.0,,2005.0,0
nm4045838,0,0.0,,2004.0,5
nm8531131,0,0.0,,2007.0,0
nm7391063,0,0.0,,2006.0,3
nm2822517,0,0.0,,2010.0,0
nm5369179,0,0.0,,2011.0,4
nm5012383,0,0.0,,2010.0,0
nm8636395,0,0.0,,2007.0,0
nm8546428,0,0.0,,2008.0,1
nm1551692,1,1.0,['writer'],2013.0,0
nm8549105,0,0.0,,2007.0,0
nm8549106,0,0.0,,2007.0,0
nm2048068,1,1.0,['cinematographer'],2013.0,0
nm8550106,0,0.0,,2013.0,0
nm8551565,0,0.0,,2011.0,1
nm2069379,1,1.0,['cinematographer'],2011.0,0
nm8559229,0,0.0,,2009.0,0
nm3366234,0,0.0,,2011.0,0
nm8235049,0,0.0,,2013.0,1
nm4703897,0,0.0,,2013.0,0
nm1690431,0,0.0,,2005.0,1
nm7746755,0,0.0,,2013.0,1
nm8568189,0,0.0,,2012.0,0
nm8570860,0,0.0,,2012.0,0
nm7445339,0,0.0,,2012.0,0
nm8572984,0,0.0,,2004.0,0
nm3676233,0,0.0,,2009.0,0
nm8583681,0,0.0,,2003.0,0
nm3452861,0,0.0,,2006.0,0
nm8587204,0,0.0,,2004.0,0
nm8587248,0,0.0,,2005.0,0
nm8589181,0,0.0,,2010.0,0
nm8589964,0,0.0,,2004.0,0
nm8590025,0,0.0,,2005.0,0
nm8590086,0,0.0,,2006.0,0
nm0237267,0,0.0,,2006.0,0
nm8591162,0,0.0,,2003.0,0
nm8591183,0,0.0,,2004.0,0
nm8591224,0,0.0,,2005.0,0
nm8591237,0,0.0,,2006.0,0
nm8591283,0,0.0,,2007.0,0
nm8592184,0,0.0,,2008.0,0
nm8592204,0,0.0,,2007.0,0
nm8592219,0,0.0,,2008.0,0
nm8592252,0,0.0,,2007.0,0
nm8592402,0,0.0,,2011.0,0
nm8592426,0,0.0,,2012.0,0
nm8592445,0,0.0,,2012.0,0
